id,title,link,price,subscribers,reviews,levels,rating,subjectName
580466,Complete PHP Course With Bootstrap3 CMS System & Admin Panel,https://www.udemy.com/complete-php-course/,195,55332,1225,Intermediate Level,0.28,Web Development
348116,Photoshop In-Depth: Master all of Photoshops Tools Easily,https://www.udemy.com/photoshop-tools/,0,53851,1779,All Levels,0.69,Graphic Design
80940,Build Websites from Scratch with HTML & CSS,https://www.udemy.com/build-website-scratch/,145,51257,1955,All Levels,0.76,Web Development
133536,Stock Market Investing for Beginners,https://www.udemy.com/the-beginners-guide-to-the-stock-market/,0,50855,2698,All Levels,0.91,Business Finance
705264,Modern React with Redux,https://www.udemy.com/react-redux/,180,50815,15117,All Levels,0.62,Web Development
94432,Learn PHP Fundamentals From Scratch,https://www.udemy.com/learn-php-fundamentals-from-scratch/,0,48650,1236,All Levels,0,Web Development
19603,Learning Dynamic Website Design - PHP MySQL and JavaScript,https://www.udemy.com/learning-dynamic-website-design/,50,47886,285,All Levels,0.41,Web Development
17349,Figure Drawing From Life Using The Reilly Technique.,https://www.udemy.com/figure-drawing-from-life-using-the-reilly-technique/,0,47811,1041,Beginner Level,0.11,Graphic Design
41884,Getting Started with Playing Guitar,https://www.udemy.com/getting-started-with-playing-guitar/,0,47652,1141,All Levels,0.68,Musical Instruments
707962,Javascript Essentials,https://www.udemy.com/javascript-essentials/,0,47062,5590,All Levels,0.18,Web Development
399938,Professional Logo Design in Adobe Illustrator,https://www.udemy.com/professional-logo-design-crash-course/,0,44044,1563,Beginner Level,0.89,Graphic Design
437398,Build Responsive Real World Websites with HTML5 and CSS3,https://www.udemy.com/design-and-develop-a-killer-website-with-html5-and-css3/,195,43977,7106,All Levels,0.34,Web Development
28295,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,https://www.udemy.com/build-beautiful-html5-website/,75,43285,525,Beginner Level,0.31,Web Development
708578,Bootstrap 4 Quick Start: Code Modern Responsive Websites,https://www.udemy.com/bootstrap-4/,0,41478,2104,All Levels,0.52,Web Development
719002,Angular 2 with TypeScript for Beginners: The Pragmatic Guide,https://www.udemy.com/angular-2-tutorial-for-beginners/,150,40070,8341,All Levels,0.74,Web Development
674608,The Complete Web Developer Masterclass: Beginner To Advanced,https://www.udemy.com/webdevelopercourse/,195,37141,1813,Beginner Level,0.07,Web Development
772618,Learn Object Oriented PHP By Building a Complete Website,https://www.udemy.com/learn-object-oriented-php-by-building-a-complete-website/,0,36322,2618,All Levels,0.68,Web Development
820194,Photoshop for Entrepreneurs - Design 11 Practical Projects,https://www.udemy.com/photoshop-for-entrepreneurs/,200,36288,737,All Levels,0.96,Graphic Design
16646,Web Programming with Python,https://www.udemy.com/web-programming-with-python/,50,35267,217,Beginner Level,0.78,Web Development
446134,Ultimate Web Designer & Developer Course: Build 23 Projects!,https://www.udemy.com/web-developer-course/,200,33788,4434,Beginner Level,0.31,Web Development
519442,The Complete Ruby on Rails Developer Course,https://www.udemy.com/the-complete-ruby-on-rails-developer-course/,195,33677,3809,All Levels,0.77,Web Development
249126,Logo Design Essentials,https://www.udemy.com/logo-design/,20,33205,481,Beginner Level,0.88,Graphic Design
42271,Complete Guitar System - Beginner to Advanced,https://www.udemy.com/complete-guitar-system-beginner-to-advanced/,145,32935,2713,All Levels,0.65,Musical Instruments
949282,Learn Angular 2 from Beginner to Advanced,https://www.udemy.com/learn-angular-2-from-beginner-to-advanced/,195,32696,526,Beginner Level,0.7,Web Development
294794,Create An HTML5 Video Player From Scratch,https://www.udemy.com/html5-video-player/,0,32260,1005,All Levels,0.94,Web Development
695656,The Complete JavaScript Course For Web Development Beginners,https://www.udemy.com/javascriptcourse/,195,31499,450,Beginner Level,0.76,Web Development
19332,The Original Complete Web Developer Course.,https://www.udemy.com/thecompletewebdeveloper/,20,31070,742,Beginner Level,0.07,Web Development
511934,AngularJS For Beginners,https://www.udemy.com/angularjs-for-beginners-udemy/,0,30531,1948,All Levels,0.78,Web Development
267560,Learn E-Commerce Website in PHP & MySQL From Scratch!,https://www.udemy.com/ecommerce-website-in-php-mysqli/,0,29990,1342,Beginner Level,0.95,Web Development
866460,Angular 2+ with Typescript - Essential Training,https://www.udemy.com/angular-2-training/,195,29348,780,Beginner Level,0.31,Web Development
151668,Introduction to Financial Modeling,https://www.udemy.com/financial-modeling-asimplemodel/,0,29167,1463,All Levels,0.18,Business Finance
405282,PHP for Beginners -Become a PHP Master - Project Included,https://www.udemy.com/php-for-complete-beginners-includes-msql-object-oriented/,200,28880,4316,Beginner Level,0.4,Web Development
1025026,Javascript - From Beginner to Pro-Build real world JS apps,https://www.udemy.com/javascript-from-beginner-to-pro-best-course/,195,28694,688,All Levels,0.05,Web Development
607048,Essentials of JavaScript Practice Coding Exercises Tips,https://www.udemy.com/essentials-of-javascript-practice-coding-exercises-tips/,80,28125,115,Beginner Level,0.38,Web Development
851712,The Complete JavaScript Course: Build a Real-World Project,https://www.udemy.com/the-complete-javascript-course/,195,27801,4340,Beginner Level,0.21,Web Development
159070,Introduction to Web Development: HTML,https://www.udemy.com/webdevelopment101_html/,20,26800,333,All Levels,0.32,Web Development
874012,The Ultimate Drawing Course - Beginner to Advanced,https://www.udemy.com/the-ultimate-drawing-course-beginner-to-advanced/,150,26742,2379,Beginner Level,0.24,Graphic Design
470288,EMMET Faster HTML & CSS workflow - Best Tool For Developers,https://www.udemy.com/emmet-start-coding-html-and-css-fast-and-easy/,0,26697,1097,Beginner Level,0.15,Web Development
11475,Become a Certified Web Developer,https://www.udemy.com/become-a-certified-web-developer/,100,26673,1090,All Levels,0.22,Web Development
429364,Master the Basics of HTML5 & CSS3: Beginner Web Development,https://www.udemy.com/master-the-basics-of-html5-css3-beginner-web-development/,0,26541,750,All Levels,0.15,Web Development
26956,Learn Guitar in 21 Days,https://www.udemy.com/learn-guitar-in-21-days/,20,26504,192,All Levels,0.41,Musical Instruments
24334,CSS Development (with CSS3!),https://www.udemy.com/css-development-with-css3/,20,25864,188,All Levels,0.78,Web Development
15285,HTML Workshop,https://www.udemy.com/html-workshop/,20,25854,306,All Levels,0.28,Web Development
653846,Master the MEAN Stack - Learn By Example,https://www.udemy.com/master-the-mean-stack/,195,25799,382,Intermediate Level,0.21,Web Development
385462,Logo Designing for Your Business in an Hour,https://www.udemy.com/logo-designing-side-business/,20,25277,311,Beginner Level,0.38,Graphic Design
642410,The Complete Bootstrap Masterclass Course - Build 4 Projects,https://www.udemy.com/bootstrapcourse/,195,24978,540,All Levels,0.89,Web Development
629142,The Ultimate Web Developer How To Guide,https://www.udemy.com/learn-web-development-complete-step-by-step-guide-to-success/,200,24861,423,Beginner Level,0.85,Web Development
178044,How To Make Graphics For A Website,https://www.udemy.com/how-to-make-graphics-for-a-website/,200,24857,35,All Levels,0.89,Graphic Design
22445,Learn to Design a Letterhead - A Beginners Course,https://www.udemy.com/learn-to-design-a-letterhead/,0,24687,423,All Levels,0.11,Graphic Design
369662,Running a Web Development Business: The Complete Guide,https://www.udemy.com/the-complete-guide-to-running-a-web-development-business/,150,24575,525,All Levels,0.12,Web Development
648826,The Complete Financial Analyst Course 2017,https://www.udemy.com/the-complete-financial-analyst-course/,195,24481,2347,All Levels,0.37,Business Finance
505208,Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,https://www.udemy.com/html-css-more/,20,23764,490,Beginner Level,0.14,Web Development
60792,Learn to Use jQuery UI Widgets,https://www.udemy.com/learn-to-use-jquery-ui-widgets/,0,23669,521,Beginner Level,0.96,Web Development
882488,WordPress Development For Beginners,https://www.udemy.com/wordpress-basic/,95,23572,210,All Levels,0.71,Web Development
47963,"Coding for Entrepreneurs: Learn Python, Django, and More.",https://www.udemy.com/coding-for-entrepreneurs/,195,23412,799,All Levels,0.07,Web Development
660876,Graphic Design - An Overview of the Field,https://www.udemy.com/graphic-design-secrets/,0,23229,2215,All Levels,0.53,Graphic Design
63612,1 Hour JavaScript,https://www.udemy.com/1-hour-javascript/,200,22999,602,All Levels,0.24,Web Development
787236,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",https://www.udemy.com/build-responsive-website-using-html5-css3-js-and-bootstrap/,95,22623,783,All Levels,0.81,Web Development
534376,Get Results - Core Principles of Web Development Tricks Tips,https://www.udemy.com/web-development-foundations-base-for-your-coding-environment/,75,22355,54,Beginner Level,0.04,Web Development
97338,Forex Basics,https://www.udemy.com/forex-basics/,0,22344,712,All Levels,0.89,Business Finance
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,195,22257,2697,Intermediate Level,0.13,Business Finance
579338,Learn Object Oriented Programming PHP fundamentals bootcamp,https://www.udemy.com/learn-object-oriented-programming-php-fundamentals-bootcamp/,100,22213,142,All Levels,0.78,Web Development
781532,Advanced React and Redux,https://www.udemy.com/react-redux-tutorial/,140,21998,3326,All Levels,0.8,Web Development
99826,Become A Web Developer And Seller - Build Websites With HTML,https://www.udemy.com/the-ultimate-building-and-selling-websites-course/,200,21730,61,All Levels,0.36,Web Development
456284,The Professional Guitar Masterclass,https://www.udemy.com/the-professional-guitar-masterclass/,200,21701,1340,All Levels,0.3,Musical Instruments
808622,AngularJS Authentication: Secure Your App with Auth0,https://www.udemy.com/angularjs-authentication-with-auth0/,0,21689,1080,Beginner Level,0.86,Web Development
756914,MongooseJS Essentials - Learn MongoDB for Node.js,https://www.udemy.com/mongoosejs-essentials/,0,21682,1106,Beginner Level,0.01,Web Development
30243,Mastering HTML5 Programming - The Easier Way,https://www.udemy.com/html5-programming-tutorials/,75,21653,138,All Levels,0.55,Web Development
701634,ExpressJS Fundamentals,https://www.udemy.com/expressjs-fundamentals/,0,21245,914,All Levels,0.19,Web Development
357726,Spring Framework 4 And Dependency Injection For Beginners,https://www.udemy.com/spring-framework-video-tutorial/,0,21147,1220,Beginner Level,0.74,Web Development
197828,Learn to Setup Websites from Scratch,https://www.udemy.com/learn-to-setup-websites-from-scratch/,0,21087,154,Intermediate Level,0.14,Web Development
382786,Sass Workflow,https://www.udemy.com/sass-workflow/,0,20890,945,Beginner Level,0.22,Web Development
806922,The Complete ASP.NET MVC 5 Course,https://www.udemy.com/the-complete-aspnet-mvc-5-course/,190,20652,6357,Beginner Level,0.63,Web Development
301442,Black Algo Trading: Build Your Trading Robot,https://www.udemy.com/build-your-trading-robot/,200,20195,1113,All Levels,0.21,Business Finance
766592,HTML Complete Course - Beginner to Expert,https://www.udemy.com/the-complete-html-developer-course/,0,20073,615,Intermediate Level,0.03,Web Development
162274,Joomla 3 - The Basics,https://www.udemy.com/joomla-3-the-basics/,0,19909,411,All Levels,0.46,Web Development
189160,Financial Analysis: A Recipe for Success,https://www.udemy.com/financial-analysis-a-recipe-for-success/,0,19614,635,All Levels,0.3,Business Finance
191854,Stock Market Foundations,https://www.udemy.com/how-to-invest-in-the-stock-market-beginners/,0,19339,794,All Levels,0.89,Business Finance
714724,Docker Technologies for DevOps and Developers,https://www.udemy.com/docker-tutorial-for-devops-run-docker-containers/,30,19210,3137,All Levels,0.57,Web Development
231176,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,https://www.udemy.com/learn-to-build-beautiful-html5-and-css3-websites-in-1-month/,50,18818,407,Beginner Level,0.89,Web Development
445534,Learn AngularJS Step By Step,https://www.udemy.com/maruti-angularjs/,20,18777,1112,Beginner Level,0.88,Web Development
297390,Joomla: Create a Joomla Website This Weekend With NO CODING!,https://www.udemy.com/joomla-create-a-joomla-website-this-weekend-with-no-coding/,0,18496,386,All Levels,0.34,Web Development
64605,1 Hour CSS,https://www.udemy.com/1-hour-css/,100,18324,333,All Levels,0.66,Web Development
897238,Canva Graphics Design for Entrepreneurs - Design 11 Projects,https://www.udemy.com/canva-graphic-design-course/,200,18303,202,All Levels,0.81,Graphic Design
79154,Back to School Web Development and Programming Bundle,https://www.udemy.com/back-to-school-web-development-and-programming-bundle/,200,18170,117,All Levels,0.4,Web Development
99986,Introduction to Web Development,https://www.udemy.com/introduction-to-web-development/,20,18143,159,All Levels,0.67,Web Development
582636,Bootstrap unleash the power faster & easier web development,https://www.udemy.com/bootstrap-3-responsive-design-tutorial-fundamentals/,150,18101,88,All Levels,0.74,Web Development
652438,The Complete PHP CodeIgniter Course: Beginner To Advanced,https://www.udemy.com/codeignitercourse/,195,17895,212,Beginner Level,0.59,Web Development
754028,Financial Accounting - A Brief Introduction,https://www.udemy.com/accounting-in-less-then-one-hour/,0,17847,1440,Intermediate Level,0.34,Business Finance
164554,AngularJS JumpStart with Dan Wahlin,https://www.udemy.com/angularjs-jumpstart/,75,17802,2144,Beginner Level,0.02,Web Development
1107524,The Complete NodeJS Course: Build a Full Business Rating App,https://www.udemy.com/learn-nodejs-by-building-an-employee-to-business-rating-app/,195,17784,260,Beginner Level,0.48,Web Development
963412,Building Websites JavaScript and the DOM,https://www.udemy.com/building-websites-learn-javascript-and-the-dom/,120,17759,64,All Levels,0.14,Web Development
391546,Learn Python and Django: Payment Processing,https://www.udemy.com/learn-django-code-accept-payments-with-stripe/,70,17714,198,All Levels,0.11,Web Development
995016,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),https://www.udemy.com/vuejs-2-the-complete-guide/,190,17671,4675,Intermediate Level,0.53,Web Development
516062,JavaScript Intro to learning JavaScript web programming,https://www.udemy.com/javascript-intro-to-learning-javascript/,20,17554,94,All Levels,0.11,Web Development
639654,How to Make a Single Page Website for Freelancers & Agencies,https://www.udemy.com/how-to-make-a-portfolio-website-for-freelancers-agencies/,0,17463,283,All Levels,0.18,Web Development
383204,The Professional Ruby on Rails Developer,https://www.udemy.com/pro-rubyonrails/,100,17334,676,All Levels,0.45,Web Development
833442,Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,https://www.udemy.com/angular-2-and-nodejs-the-practical-guide/,150,17297,3166,Expert Level,0.15,Web Development
265960,Fundamentals of Forex Trading,https://www.udemy.com/fundamentals-of-forex-trading/,0,17160,620,Beginner Level,0.69,Business Finance
30318,Learning JavaScript Programming Tutorial. A Definitive Guide,https://www.udemy.com/programming-javascript/,50,17113,380,Beginner Level,0.24,Web Development
173134,Adobe Flash for Beginners - Build Flash Website From Scratch,https://www.udemy.com/adobe-flash-for-beginners-build-flash-website-from-scratch/,200,17071,17,Intermediate Level,0.76,Web Development
983534,Try AngularJS: Beginners Guide to Front End Web Development,https://www.udemy.com/try-angularjs/,50,16926,126,Beginner Level,0.61,Web Development
308690,Forex Trading A-Z™ - With LIVE Examples of Forex Trading,https://www.udemy.com/forex-trading/,195,16900,2476,Beginner Level,0.16,Business Finance
1078522,React JS and Redux - Mastering Web Apps,https://www.udemy.com/react-js-and-redux-mastering-web-apps/,60,16829,820,All Levels,0.76,Web Development
701636,Learn Web Scraping with Node.js,https://www.udemy.com/web-scraping-nodejs/,75,16731,137,All Levels,0.66,Web Development
648118,JavaScript Rockstar How to create Incredible Useful code,https://www.udemy.com/javascript-projects-from-scratch-step-by-step-guide-to-learn/,75,16590,51,All Levels,0.26,Web Development
188692,Build a Responsive Website with a Modern Flat Design,https://www.udemy.com/build-responsive-website-designs-with-html5-and-css/,0,16527,354,All Levels,0.68,Web Development
50522,Become Exceptional in HTML and HTML5,https://www.udemy.com/become-exceptional-in-html-html5/,20,16486,86,Beginner Level,0.24,Web Development
874166,Angular 2 Crash Course with TypeScript,https://www.udemy.com/angular-2-crash-course/,100,16409,589,Intermediate Level,0.71,Web Development
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,https://www.udemy.com/introduction-to-japanese-candlesticks/,60,16385,273,Beginner Level,0.78,Business Finance
993754,Django Core | A Reference Guide to Core Django Concepts,https://www.udemy.com/django-core/,195,16282,303,Beginner Level,0.35,Web Development
64422,1 Hour HTML,https://www.udemy.com/1-hour-html/,200,16212,514,Beginner Level,0.34,Web Development
1171966,The Complete PHP MySQL Professional Course with 5 Projects,https://www.udemy.com/the-complete-php-mysql-professional-course/,200,16158,159,All Levels,0.71,Web Development
556922,Learn Ruby on Rails: Stripe Payment Processing,https://www.udemy.com/learn-ruby-on-rails-stripe-payment-processing/,40,15724,33,Beginner Level,0.44,Web Development
364616,Learn how to quickly build websites using Wordpress,https://www.udemy.com/learn-how-to-quickly-build-websites-using-wordpress/,0,15715,406,All Levels,0.12,Web Development
62721,Anatomy for Figure Drawing: Mastering the Human Figure,https://www.udemy.com/anatomy-for-figure-drawing-and-comics/,95,15500,754,Beginner Level,0.41,Graphic Design
212374,Introduction to CSS Development,https://www.udemy.com/refactoru-intro-to-css/,0,15493,415,All Levels,0.56,Web Development
340844,Learn HTML & CSS: How To Start Your Web Development Career,https://www.udemy.com/how-i-landed-a-web-development-job-earned-5k-freelancing/,0,15462,689,Beginner Level,0.88,Web Development
1146014,Learn JavaScript for beginners,https://www.udemy.com/learn-javascript-course/,200,15276,167,All Levels,0.58,Web Development
749542,Graphic Design Bootcamp,https://www.udemy.com/graphic-design-for-beginners/,200,15276,1740,All Levels,0.65,Graphic Design
23742,Servlets and JSPs Tutorial: Learn Web Applications With Java,https://www.udemy.com/javawebtut/,35,15187,970,All Levels,0.12,Web Development
128950,Learn to Build Websites using Twitter Bootstrap,https://www.udemy.com/learn-to-build-websites-using-twitter-bootstrap/,0,15134,523,Beginner Level,0.8,Web Development
654680,JavaScript Tricks how to create code projects from scratch,https://www.udemy.com/learn-javascript-code-create-projects-from-scratch/,75,15106,31,Beginner Level,0.47,Web Development
309820,ASP.Net MVC Quick Start,https://www.udemy.com/aspnet-mvc-quick-start/,0,15092,1234,All Levels,0.73,Web Development
283014,HTML 5: How I made websites in HTML5,https://www.udemy.com/html5-certification/,135,15064,237,All Levels,0.5,Web Development
583752,Introduction to Piano - By PGN Piano!,https://www.udemy.com/introductiontopiano/,0,14922,772,All Levels,0.3,Musical Instruments
1027342,Rapid Website Design with Bootstrap,https://www.udemy.com/responsive-website-design/,200,14842,131,All Levels,0.88,Web Development
427530,Learn Bootstrap Development By Building 10 Projects,https://www.udemy.com/learn-bootstrap-development-by-building-10-projects/,60,14813,1358,Beginner Level,0.15,Web Development
269638,Codeigniter: How to use Codeigniter that drives knowledge,https://www.udemy.com/codeigniter/,150,14606,235,Intermediate Level,0.48,Web Development
59922,Best Beginner Guitar Lessons by Sam Lyons,https://www.udemy.com/best-beginner-guitar-lessons-by-sam-lyons-udemy/,20,14560,20,All Levels,0.3,Musical Instruments
34882,Creating an MP3 Player with HTML5,https://www.udemy.com/creating-an-mp3-player-with-html5/,20,14551,169,Beginner Level,0.15,Web Development
198690,Acoustic Guitar Basics,https://www.udemy.com/acoustic-guitar-basics/,0,14495,224,Beginner Level,0.47,Musical Instruments
573064,Photoshop in Ease: Create World Amazing Graphic Designs,https://www.udemy.com/photoshop-knights-become-a-professional-in-no-time/,20,14440,182,Beginner Level,0.2,Graphic Design
574876,Get started Creating Websites Everything you need provided,https://www.udemy.com/get-started-creating-websites-everything-you-need-provided/,100,14260,44,Beginner Level,0.25,Web Development
499632,Benefits of Thinking Mobile First Future of Website Design,https://www.udemy.com/thinking-mobile-websites-smart-design-tutorial/,75,14254,27,All Levels,0.3,Web Development
778112,HTML5 canvas Bootcamp for beginners 25 easy steps,https://www.udemy.com/html5-canvas-course-for-beginners/,120,14118,30,All Levels,0.64,Web Development
390866,The Complete Web Developer Bootcamp - Beginner to Expert,https://www.udemy.com/job-ready-web-developer/,190,14103,1548,All Levels,0.78,Web Development
94428,Learn Complete Web Development From Scratch,https://www.udemy.com/learn-complete-web-development-from-scratch/,40,14074,106,All Levels,0.66,Web Development
628222,How to Make an Online Portfolio Website from Scratch,https://www.udemy.com/how-to-make-a-portfolio-website-photographers-designers/,0,14026,232,All Levels,0.66,Web Development
269006,Learn Html5 & CSS3 from scratch,https://www.udemy.com/learn-html5-css3-from-scratch/,20,13960,239,All Levels,0.4,Web Development
958750,Web Design Creating websites from scratch,https://www.udemy.com/web-design-creating-websites-from-scratch/,75,13920,64,All Levels,0.41,Web Development
566248,jQuery Fundamentals Powerful Bootcamp for beginners,https://www.udemy.com/jquery-fundamentals-bootcamp-learn-how-to-use-jquery/,150,13882,63,Beginner Level,0.74,Web Development
881210,Learn Complete WordPress for Building a Professional Sites,https://www.udemy.com/learn-complete-wordpress-for-building-a-professional-sites/,80,13708,92,All Levels,0.78,Web Development
884946,Code a Coming Soon Landing Page in Bootstrap 4,https://www.udemy.com/code-a-coming-soon-landing-page-in-bootstrap-4/,0,13535,473,Beginner Level,0.87,Web Development
1165096,Vue JS - Mastering Web Apps,https://www.udemy.com/vue-web-apps/,80,13457,215,All Levels,0.21,Web Development
520116,The Complete WordPress Website Business Course,https://www.udemy.com/the-complete-wordpress-website-business-course/,150,13439,1981,Beginner Level,0.11,Web Development
563248,JavaScript Step by Step how to apply it to your web pages,https://www.udemy.com/javascript-fundamentals-bootcamp-learn-how-to-use-javascript/,100,13406,78,All Levels,0.54,Web Development
226534,WordPress Backup And Restore Fundamentals,https://www.udemy.com/wordpress-backup-and-restore-fundamentals/,0,13242,131,All Levels,0.74,Web Development
1023062,Serverless Architecture on Amazon Web Services,https://www.udemy.com/serverless-architecture-on-aws/,0,13210,978,Beginner Level,0.54,Web Development
778084,Ruby on Rails a Beginners Guide,https://www.udemy.com/ruby-on-rails-a-beginners-guide-free/,0,13130,346,Beginner Level,0.62,Web Development
752706,Write quicker HTML5 and CSS 3; productivity hacks with emmet,https://www.udemy.com/write-quicker-html5-and-css-3-productivity-hacks-with-emmet/,0,13016,286,Intermediate Level,0.24,Web Development
861624,ES6 Javascript: The Complete Developers Guide,https://www.udemy.com/javascript-es6-tutorial/,80,13010,2709,All Levels,0.41,Web Development
382856,Create Startup Landing Page with Viral Marketing Strategies,https://www.udemy.com/create-startup-landing-page-with-viral-marketing-strategies/,0,12974,120,Beginner Level,0.15,Web Development
939962,"Learn SVG Animation - With HTML, CSS & Javascript",https://www.udemy.com/learn-svg-animation/,65,12953,680,All Levels,0.15,Web Development
646056,How to Make a Video Blog Website From Scratch w/ Wordpress,https://www.udemy.com/how-to-make-a-video-blog-website/,0,12952,163,All Levels,0.24,Web Development
917724,Learn JavaScript for Web Development,https://www.udemy.com/javascript-learn-javascript-essentials-and-build-project/,75,12893,220,Beginner Level,0.1,Web Development
682484,Create a Website from Scratch using HTML CSS step by step,https://www.udemy.com/create-a-website-from-scratch-using-html-css-in-1-hour/,75,12882,95,All Levels,0.74,Web Development
101864,Programming for Entrepreneurs - JavaScript,https://www.udemy.com/javascript-tutorial/,200,12873,106,Beginner Level,0.48,Web Development
788514,Learn to use JSON,https://www.udemy.com/learn-to-use-json/,150,12838,96,Intermediate Level,0.85,Web Development
1049092,React JS - Build real world JS apps & deploy on cloud,https://www.udemy.com/reactjs-for-beginners-build-real-world-react-apps-deploy-on-cloud/,175,12815,262,All Levels,0.52,Web Development
732556,PHP: Complete Registration and Login with Email Verification,https://www.udemy.com/php-complete-registration-and-login-with-email-verification/,20,12781,145,Intermediate Level,0.96,Web Development
561136,Responsive Design with NEW Materialize,https://www.udemy.com/responsive-design-with-new-google-materialize/,75,12629,88,Beginner Level,0.99,Web Development
188828,Web Hosting Set Up and WordPress Installation For Beginners,https://www.udemy.com/web-hosting-wordpress-installation-for-beginners/,0,12563,239,All Levels,0.18,Web Development
8325,HTML Tutorial: HTML & CSS for Beginners,https://www.udemy.com/learn-html5/,20,12458,253,Beginner Level,0.76,Web Development
401784,Options Trading Introduction: Day Trade Stock Options,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,95,12394,218,All Levels,0.25,Business Finance
657734,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,https://www.udemy.com/ajaxcourse/,195,12368,89,Intermediate Level,0.14,Web Development
1247828,Angular 4 (2+) Crash Course for Beginners,https://www.udemy.com/angular-crash-course-for-beginners/,120,12366,506,Beginner Level,0.2,Web Development
1120554,Canva Graphics Design Essential Training For Everyone,https://www.udemy.com/canva-graphics-design-essential-training/,200,12340,124,Beginner Level,0.88,Graphic Design
777654,Learn whats new in PHP 7,https://www.udemy.com/php7-new-features/,0,12336,271,Beginner Level,0.96,Web Development
217010,Website Secrets: Get a Gorgeous Website on the Cheap,https://www.udemy.com/how-to-get-an-excellent-website-at-a-lower-cost/,50,12328,15,All Levels,0.89,Web Development
370752,How to Make a Wordpress Website 2017,https://www.udemy.com/wordpress-4-for-beginners/,0,12293,235,Beginner Level,0.49,Web Development
